by,descendants,id,kids,score,text,time,title,type,url
andrewstuart,1.0,20546958,[20546960],8,"https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=6bASIWiZPp8<p>On this device: https:&#x2F;&#x2F;www.aliexpress.com&#x2F;item&#x2F;33014937190.html<p>With FabGL, from this repo: https:&#x2F;&#x2F;github.com&#x2F;fdivitto&#x2F;FabGL<p>And if Turbo Pascal ain&#x27;t enough for you:<p>Emulating Altair 8800 on esp32<p>https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=MFYpXwqQZ_I<p>Wordstar 4 word processor on esp32<p>https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=QiB7WgNVZLs<p>Altair Basic on esp32<p>https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=7ZEusFKKmTg<p>BBC Basic, Nevada Basic, forth, lisp on esp32<p>https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=y_Y5Z7Ks5yA<p>CP&#x2F;M Formatting C and D - MBASIC<p>https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=yiSvToO-7sc",1564313090,Turbo Pascal 3 on $13 esp32 microcontroller,story,
bfoks,23.0,20534551,"[20555451, 20535062, 20535046, 20535333, 20534897, 20540319, 20534799, 20541723, 20548804, 20535075, 20548228, 20535988, 20540497, 20551895, 20536330, 20540326, 20534821, 20540280]",17,I&#x27;m currently reading Arnold Schwarzenegger’s and really enjoying it. Looking for some next recommendations.,1564147284,Ask HN: What is the best autobiography you have read?,story,
gj0,28.0,20532979,"[20533412, 20534192, 20533008, 20534030, 20535300, 20534094, 20533765, 20533112, 20535146, 20533739, 20534406]",16,"Do we have a decentralized hacker news ?<p>Something like hacker news, where users can post only after they spend a hacker coin.<p>- For posting require a hacker coin.<p>- Challenge&#x2F;wrestle the validity of post by staking some amount of token.<p>- Whoever wins the argument takes the opponents token.<p>- There can be a karma component as well, where in the bad actors need to pay 1.5x amount of token if they did a bad karma last time.<p>PS : Not a fan of everything decentralization. This post was just a thought and so decided to post here.",1564125646,Decentralized Hacker News,story,
ajonit,2.0,20543786,"[20556940, 20550169]",11,,1564257224,Ask HN: What are your top shortcuts using the iOS “Shortcuts” app?,story,
jhabdas,0.0,20539566,,8,From Lisa Benios today on behalf of Yandex Support: &quot;Phone number is mandatory for account deletion.&quot;,1564187580,Yandex demands phone number to delete own account data,story,
nobodyandproud,34.0,20532057,"[20533012, 20532348, 20532329, 20532845, 20532885, 20533559, 20540324, 20533434, 20534337, 20542073, 20533457]",43,"As a technical person who’s likely on the spectrum and who’s very poor in the verbal communication skills department:  I recently started a position to lead a small development team.<p>This is my first foray into managing; after many, many years of development.<p>I have little in common with my charges—I don’t really expect to be chummy with people at work—but it’s 100% my goal to help my underlings succeed in their careers.<p>Any targeted advice?<p>There was a former topic that highlights the end goal: https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=20230133<p>But do I account for poor verbal skills?",1564110773,Ask HN: How to Be a Decent Manager?,story,
conf_throwaway,6.0,20537492,"[20539657, 20542620, 20537545, 20537775, 20539333]",9,"I have a SaaS tool that is in a very early stage. I&#x27;m onboarding my first alpha user next week.<p>There&#x27;s a conference for my target tech niche in my town that&#x27;s coming up in mid-October. Should I exhibit? The cost is $1000 early-bird before Aug 1, or $1500 after. I can decide not to exhibit before Mid-Sept and lose a $500 deposit.  This cost is minor to my budget.<p>I&#x27;ll have a working product, and I&#x27;ll have feedback from a few teams at that point. But I&#x27;m worried that my product will still be _rough_ and might not make a good impression.<p>How should I weight the pros&#x2F;cons?<p>One side of my wants to stay quiet, and just work with a few - dozen companies I reach out to directly, and spend some more months on their feedback before pushing marketing.<p>Another side of my thinks it would be better to get more feedback from more people, even if it&#x27;s an early-stage and kind of rough.",1564168134,Ask HN: Should I exhibit my rough early-stage product?,story,
brendanmc6,9.0,20529655,"[20532479, 20532613, 20529927, 20542859, 20533906, 20529945]",18,"I am a frontend developer planning my next career move. I&#x27;ve been slowly compiling a list of companies around the world who are working on problems I find important, interesting, and relevant to my background. Almost all of them are hiring for positions in SF.<p>I&#x27;m well aware of the neverending housing crisis and social problems there. It scares me, but the work and compensation is enticing.<p>Should I stay away? What salary is needed for a reasonable quality of life there? Are you happy there? What expectations should I have?",1564088468,Is it a bad idea to move to San Francisco?,story,
wing328hk,0.0,20542203,,4,"We&#x27;ve added Java 11 Native HTTP client (https:&#x2F;&#x2F;openjdk.java.net&#x2F;groups&#x2F;net&#x2F;httpclient&#x2F;intro.html) support to OpenAPI Generator (https:&#x2F;&#x2F;github.com&#x2F;OpenAPITools&#x2F;openapi-generator). To generate the Java API client (Java 11 HTTP Client) given an OpenAPI&#x2F;Swagger specification file, please follow 3 simple steps below:<p>1. Download the Java JAR (https:&#x2F;&#x2F;oss.sonatype.org&#x2F;content&#x2F;repositories&#x2F;snapshots&#x2F;org&#x2F;openapitools&#x2F;openapi-generator-cli&#x2F;4.1.0-SNAPSHOT&#x2F;openapi-generator-cli-4.1.0-20190727.141928-68.jar)<p>2. Rename the JAR as &quot;openapi-generator-cli.jar&quot;<p>3. Run the following command to generate a Java API client for the Petstore API (https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;master&#x2F;modules&#x2F;openapi-generator&#x2F;src&#x2F;test&#x2F;resources&#x2F;2_0&#x2F;petstore.yaml):<p>Mac&#x2F;Linux:<p>&gt; java -jar openapi-generator-cli.jar generate -g java -i https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;master&#x2F;modules&#x2F;openapi-generator&#x2F;src&#x2F;test&#x2F;resources&#x2F;2_0&#x2F;petstore.yaml -o &#x2F;var&#x2F;tmp&#x2F;java11&#x2F; --additional-properties library=native<p>Windows:<p>&gt; java -jar openapi-generator-cli.jar generate -g java -i https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;master&#x2F;modules&#x2F;openapi-generator&#x2F;src&#x2F;test&#x2F;resources&#x2F;2_0&#x2F;petstore.yaml -o C:\tmp\java11 --additional-properties library=native<p>Thanks Benjamin (https:&#x2F;&#x2F;github.com&#x2F;bbdouglas) from Yelp (http:&#x2F;&#x2F;yelp.com&#x2F;) for contributing the enhancement (https:&#x2F;&#x2F;github.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;pull&#x2F;3434).",1564238226,OpenAPI Generator Now Supports Java 11 Native HTTP Client,story,
chamoda,13.0,20541956,"[20542177, 20542252, 20543674, 20542635, 20542093, 20551279, 20546831, 20542039, 20543187, 20544208, 20541965, 20550255]",10,"How would you respond to not technical people (could be friends, family, co-workers) proposing &quot;I have an app idea, let&#x27;s share 50&#x2F;50&quot;<p>Assume I&#x27;m supposed to do all the development work. They are not ready to do any kind of investment.<p>How would you respond politely in a situation like this?",1564234449,Ask HN: Would you respond to requests like “I have an app idea”,story,
manabovethesky,6.0,20535533,"[20557471, 20537004, 20537185, 20536376, 20543957, 20537266, 20537953]",10,"Do small startups still have a chance, or do people just talk positively about them while continuing to use sites like facebook and linkedin and expecting perfect polish?  For example, I started www.nextcept.com a few months ago as a venture network.  I&#x27;m focusing on a unique method for co-founder discovery, and users seem pretty pumped, but if I post in various startup communities I get told I&#x27;m spamming them even when I&#x27;m just asking to for thoughts or wanting to talk about my project.",1564155225,"Do small startups still have a chance, or do people just pretend to like them?",story,
coldpencil,2.0,20532615,[20532936],4,"Hi, is there anyone who has deep insights into Apache Druid?<p>I have some questions about it<p>- Is Druid recommendable in terms of its performance and  functions?                                                            
 - If you are in the actual use of Druid, for which purpose are you utilizing it and which benefits does it provide?
 - How is it compared to other time-series databases?
 - We are thinking of linking Druid-processed data with BI tools. If you are currently linking Druid-processed data with other next-steps what would that be?<p>I would really appreciate your advice thanks!",1564119505,Ask HN: Opinions on Apache Druid engine,story,
dizzydiz,43.0,20548745,"[20549967, 20550717, 20550051, 20549002, 20553640, 20552276, 20551793, 20549844, 20549159, 20550019, 20550963, 20549721, 20551010, 20549416]",42,Will better tooling (think WebFlow or Google’s AI as a service) and more accessible training lead to:<p>- more devs -&gt; lower wages for employees and;<p>- more startups -&gt; higher funding requirements<p>for new entrepreneurs?,1564335150,Ask HN: Will tech be saturated in 10 years?,story,
peterwwillis,6.0,20534743,"[20553112, 20550091, 20540660, 20535038, 20540117, 20550772]",4,"(Disclaimer: I&#x27;m not a CS major and I&#x27;m generally a novice at software engineering, so I have no idea if what I&#x27;m proposing is crazy or not)<p>I&#x27;ve been noticing the increase in projects using Go seemingly to replace other existing projects written in Python. Go seems to have a strong following now due to a couple of useful features, but it&#x27;s still a new language, whereas Python is an established language that many people enjoy writing code in. The question is, could Python be updated to include the kinds of core features that make Go attractive, while still retaining its Pythonisms?<p>Go&#x27;s strengths seem to be in its static types, concurrency features, static analysis tools, lack of generics, and compiled binaries. I could be wrong, but it seems like all of these (save maybe the improved concurrency) could be added to Python and be a strong competitor to Go. Most of the language could remain the same, but it could then be adopted in places that Go is gaining a foothold. The main purpose would be to increase the utility of the existing body of knowledge around Python, and increase its usefulness.<p>Am I crazy?",1564148811,Ask HN: Could Python be reborn in the image of Go?,story,
omk,7.0,20533211,"[20543503, 20547288, 20549768, 20534544, 20541112, 20535284]",7,"I wish to host my own email server for me and my family. Looking for an Ad free, privacy friendly and economical setup. $5 instances on these providers are worth it when compared to premium service providers. I also wish to have more control over how my emails are managed and I hope to do this with bash scripts.<p>A little bit of Googling tells me it should be possible with Postfix and an array of web mail options along with email clients.<p>How manageable are the following issues on Linode or DO?
- Having a well-reputed IP address range such that my outbound emails don&#x27;t end up in spam
- Inbound spam protection
- DDoS protection
- Overall security considering SMTP and IMAP ports are exposed over the public network<p>Any other issues I might come across? Any providers that HN has used successfully for their private mail server setup? Feel free to tell me I&#x27;m bonkers to do this on an individual level if you have good reasoning.",1564129307,Ask HN: How sensible is it to host my own email server on Linode or DO?,story,
townesok,2.0,20532139,"[20533078, 20532594]",4,"High-fidelity sound is a terribly fractured, commodified, and unmonopolized market.<p>If you want something that is the best -- simply the best -- do you purchase a 90s-era value like Sony, Pioneer, or Panasonic?<p>Do you purchase an arthouse German brand like Klipsch or Bang &amp; Olufsen?<p>What about an audiophile&#x27;s recommendation of an Audiolab or a pragmatist&#x27;s recommendation of an Audioengine?<p>You already know that companies like Beats, Bose, and Sennheiser are far more markup than they deserve.<p>And isn&#x27;t Sonos basically a new-age version of Bose?<p>...<p>Is this scenario similar to the PC market before Apple? Fractured and undifferentiated?<p>Why do the back of these hifi units still resemble the pre-GUI gibberish of DOS 3.1?<p>Why do the remotes look like they would be good for fast-forwarding VCR tapes?<p>Where are the sophisticated app-enabled controls?<p>What are the speakers that will encourage more recordings in binaural audio?<p>Where is there no single strong voice of audio quality in the industry?<p>Why should I have to tell my speakers what kind of music I&#x27;m listening to?<p>Where is a more advanced audio hi-fi software? Shouldn&#x27;t I enjoy pristine audio as my given right?<p>Can there be a personal audio company with the futuristic elan of Tesla and the holy lust for minimalism of Apple?",1564111786,Tell HN: Request for Hardware Company,story,
